folder,filename,type,kb,dimensions,referenced,used_in,site_url,origin,sha256,owner,last_reviewed
images/committee,graeme-seymour.webp,WEBP,59,480x480,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/committee/graeme-seymour.webp,Board & committee portraits — migrated off static.wixstatic.com 2026-09-07,51a34603561b597c,UNCONFIRMED,NOT RECORDED
images/committee,jo-fairy.webp,WEBP,44,480x480,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/committee/jo-fairy.webp,Board & committee portraits — migrated off static.wixstatic.com 2026-09-07,f64f7df993a8edaa,UNCONFIRMED,NOT RECORDED
images/committee,jordan-russell.webp,WEBP,20,412x412,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/committee/jordan-russell.webp,Board & committee portraits — migrated off static.wixstatic.com 2026-09-07,5d8f54bb8ab0acac,UNCONFIRMED,NOT RECORDED
images/committee,linda-bailey.webp,WEBP,47,480x480,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/committee/linda-bailey.webp,Board & committee portraits — migrated off static.wixstatic.com 2026-09-07,1f40174898f97cc9,UNCONFIRMED,NOT RECORDED
images/committee,lothar-pilz.webp,WEBP,13,298x298,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/committee/lothar-pilz.webp,Board & committee portraits — migrated off static.wixstatic.com 2026-09-07,da928aca09bcd337,UNCONFIRMED,NOT RECORDED
images/committee,michael-finn.webp,WEBP,9,350x350,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/committee/michael-finn.webp,Board & committee portraits — migrated off static.wixstatic.com 2026-09-07,0bd8ab20bbb7432c,UNCONFIRMED,NOT RECORDED
images/committee,pamela-vodopier.webp,WEBP,45,480x480,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/committee/pamela-vodopier.webp,Board & committee portraits — migrated off static.wixstatic.com 2026-09-07,fc0f6d599a2a8027,UNCONFIRMED,NOT RECORDED
images/committee,pat-meehan.webp,WEBP,25,480x480,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/committee/pat-meehan.webp,Board & committee portraits — migrated off static.wixstatic.com 2026-09-07,9b321df3390ceb5c,UNCONFIRMED,NOT RECORDED
images/committee,paul-broussard.webp,WEBP,18,480x480,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/committee/paul-broussard.webp,Board & committee portraits — migrated off static.wixstatic.com 2026-09-07,7692a48c05248f04,UNCONFIRMED,NOT RECORDED
images/committee,peter-chamings.webp,WEBP,22,480x480,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/committee/peter-chamings.webp,Board & committee portraits — migrated off static.wixstatic.com 2026-09-07,78728b39231d253e,UNCONFIRMED,NOT RECORDED
images/committee,steve-oxley.webp,WEBP,25,480x480,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/committee/steve-oxley.webp,Board & committee portraits — migrated off static.wixstatic.com 2026-09-07,e616cddbf17bc1dc,UNCONFIRMED,NOT RECORDED
images/committee,steve-pascoe-oam.webp,WEBP,20,350x350,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/committee/steve-pascoe-oam.webp,Board & committee portraits — migrated off static.wixstatic.com 2026-09-07,078929b46089dba2,UNCONFIRMED,NOT RECORDED
images/committee,timothy-court.webp,WEBP,31,480x480,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/committee/timothy-court.webp,Board & committee portraits — migrated off static.wixstatic.com 2026-09-07,e6cda4d609b6ceea,UNCONFIRMED,NOT RECORDED
images/news,celebration-wine-available-100-years-for-the-rdc.webp,WEBP,63,1000x1000,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/news/celebration-wine-available-100-years-for-the-rdc.webp,Archived blog post images — migrated off static.wixstatic.com 2026-09-07,5534195b51d325da,UNCONFIRMED,NOT RECORDED
images/news,check-out-saxon-s-online-store.webp,WEBP,63,1000x1000,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/news/check-out-saxon-s-online-store.webp,Archived blog post images — migrated off static.wixstatic.com 2026-09-07,5534195b51d325da,UNCONFIRMED,NOT RECORDED
images/news,covid-safe-help-is-here.webp,WEBP,63,1000x1000,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/news/covid-safe-help-is-here.webp,Archived blog post images — migrated off static.wixstatic.com 2026-09-07,5534195b51d325da,UNCONFIRMED,NOT RECORDED
images/news,exciting-news.webp,WEBP,63,1000x1000,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/news/exciting-news.webp,Archived blog post images — migrated off static.wixstatic.com 2026-09-07,5534195b51d325da,UNCONFIRMED,NOT RECORDED
images/news,junior-trophy-collection.webp,WEBP,63,1000x1000,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/news/junior-trophy-collection.webp,Archived blog post images — migrated off static.wixstatic.com 2026-09-07,5534195b51d325da,UNCONFIRMED,NOT RECORDED
images/news,more-covid-products-70-alcohol-wipes.webp,WEBP,63,1000x1000,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/news/more-covid-products-70-alcohol-wipes.webp,Archived blog post images — migrated off static.wixstatic.com 2026-09-07,5534195b51d325da,UNCONFIRMED,NOT RECORDED
images/news,rdca-saxon-sports-supporting-the-mukti-australia.webp,WEBP,63,1000x1000,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/news/rdca-saxon-sports-supporting-the-mukti-australia.webp,Archived blog post images — migrated off static.wixstatic.com 2026-09-07,5534195b51d325da,UNCONFIRMED,NOT RECORDED
images/news,ringwood-district-cricket-association.webp,WEBP,63,1000x1000,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/news/ringwood-district-cricket-association.webp,Archived blog post images — migrated off static.wixstatic.com 2026-09-07,5534195b51d325da,UNCONFIRMED,NOT RECORDED
images/news,thank-you-craig-from-trackon.webp,WEBP,63,1000x1000,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/news/thank-you-craig-from-trackon.webp,Archived blog post images — migrated off static.wixstatic.com 2026-09-07,5534195b51d325da,UNCONFIRMED,NOT RECORDED
images/news,thank-you-mandy.webp,WEBP,63,1000x1000,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/news/thank-you-mandy.webp,Archived blog post images — migrated off static.wixstatic.com 2026-09-07,5534195b51d325da,UNCONFIRMED,NOT RECORDED
images/news,umpires-wanted.webp,WEBP,63,1000x1000,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/news/umpires-wanted.webp,Archived blog post images — migrated off static.wixstatic.com 2026-09-07,5534195b51d325da,UNCONFIRMED,NOT RECORDED
images/news,welcome-to-new-sponsor-all-weather-mini-diggers-.webp,WEBP,63,1000x1000,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/news/welcome-to-new-sponsor-all-weather-mini-diggers-.webp,Archived blog post images — migrated off static.wixstatic.com 2026-09-07,5534195b51d325da,UNCONFIRMED,NOT RECORDED
images/news,who-wants-to-be-on-a-magazine-cover.webp,WEBP,63,1000x1000,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/news/who-wants-to-be-on-a-magazine-cover.webp,Archived blog post images — migrated off static.wixstatic.com 2026-09-07,5534195b51d325da,UNCONFIRMED,NOT RECORDED
images/honours,hall-of-fame-board-1.webp,WEBP,266,1295x1100,YES,hall-of-fame.html,https://rdca-sportsweb-version2.vercel.app/images/honours/hall-of-fame-board-1.webp,Hall of Fame induction board scans — migrated off static.wixstatic.com 2026-09-07,128a2c563e60512c,UNCONFIRMED,NOT RECORDED
images/honours,hall-of-fame-board-2.webp,WEBP,202,1496x1075,YES,hall-of-fame.html,https://rdca-sportsweb-version2.vercel.app/images/honours/hall-of-fame-board-2.webp,Hall of Fame induction board scans — migrated off static.wixstatic.com 2026-09-07,7fbf45c09773cf00,UNCONFIRMED,NOT RECORDED
images/honours,hall-of-fame-board-3.webp,WEBP,305,1104x1600,YES,hall-of-fame.html,https://rdca-sportsweb-version2.vercel.app/images/honours/hall-of-fame-board-3.webp,Hall of Fame induction board scans — migrated off static.wixstatic.com 2026-09-07,2ef59ca722cb43d8,UNCONFIRMED,NOT RECORDED
images/honours,hall-of-fame-board-4.webp,WEBP,261,1600x1149,YES,hall-of-fame.html,https://rdca-sportsweb-version2.vercel.app/images/honours/hall-of-fame-board-4.webp,Hall of Fame induction board scans — migrated off static.wixstatic.com 2026-09-07,8c8e0c3f24b3a98f,UNCONFIRMED,NOT RECORDED
images/galleries,season-2022-23.webp,WEBP,11,240x240,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/galleries/season-2022-23.webp,ShootProof album previews — Field of View Photography,4fd1e6d966fe362e,UNCONFIRMED,NOT RECORDED
images/galleries,season-2023-24.webp,WEBP,11,240x240,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/galleries/season-2023-24.webp,ShootProof album previews — Field of View Photography,9ba892a6228c4fc2,UNCONFIRMED,NOT RECORDED
images/galleries,season-2024-25.webp,WEBP,13,240x240,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/galleries/season-2024-25.webp,ShootProof album previews — Field of View Photography,da44e1590b0db12d,UNCONFIRMED,NOT RECORDED
images/galleries,season-2025-26.webp,WEBP,10,240x240,YES,site-data.js,https://rdca-sportsweb-version2.vercel.app/images/galleries/season-2025-26.webp,ShootProof album previews — Field of View Photography,3e6edca7e39c0a7b,UNCONFIRMED,NOT RECORDED
